Index - Plot 0;Deflection - Plot 0
1;95.21mV
1;95.83mV
1;99.49mV
1;103.1mV
1;106.2mV
1;107.4mV
1;110.2mV
1;113.8mV
1;115.7mV
1;117.8mV
1;119.9mV
1;121.5mV
1;123.3mV
1;125.7mV
1;128.5mV
1;131.5mV
1;134.6mV
1;133.7mV
1;134.3mV
1;137.9mV
1;139.2mV
1;140.1mV
1;141.0mV
1;141.9mV
1;142.2mV
1;142.2mV
1;142.5mV
1;144.0mV
1;145.0mV
1;145.3mV
1;144.7mV
1;145.6mV
1;145.3mV
1;146.8mV
1;144.7mV
1;144.3mV
1;144.7mV
1;143.4mV
1;143.7mV
1;142.5mV
1;143.4mV
1;140.7mV
1;138.5mV
1;137.6mV
1;135.8mV
1;134.9mV
1;131.2mV
1;131.8mV
1;126.6mV
1;127.6mV
1;125.4mV
1;123.6mV
1;120.2mV
1;117.2mV
1;112.6mV
1;112.0mV
1;110.2mV
1;107.4mV
1;101.9mV
1;100.7mV
1;97.66mV
1;94.91mV
1;90.33mV
1;86.06mV
1;83.01mV
1;77.82mV
1;74.77mV
1;71.11mV
1;65.92mV
1;60.42mV
1;57.07mV
1;55.54mV
1;47.30mV
1;44.86mV
1;39.37mV
1;36.01mV
1;29.60mV
1;26.86mV
1;20.75mV
1;18.01mV
1;13.43mV
1;9.155mV
1;3.662mV
1;0.000V
1;-4.578mV
1;-6.714mV
1;-10.99mV
1;-17.40mV
1;-21.36mV
1;-24.11mV
1;-27.77mV
1;-30.82mV
1;-33.87mV
1;-37.54mV
1;-40.28mV
1;-44.56mV
1;-46.08mV
1;-49.74mV
1;-52.19mV
1;-54.02mV
1;-57.37mV
1;-57.98mV
1;-60.73mV
1;-63.78mV
1;-61.95mV
1;-61.34mV
1;-64.09mV
1;-64.09mV
1;-65.00mV
1;-65.92mV
1;-66.53mV
1;-65.31mV
1;-65.92mV
1;-65.00mV
1;-65.61mV
1;-64.39mV
0;-63.78mV
0;-63.48mV
0;-61.34mV
0;-59.51mV
0;-57.98mV
0;-56.15mV
0;-54.63mV
0;-51.88mV
0;-49.74mV
0;-47.00mV
0;-45.47mV
0;-44.86mV
0;-42.42mV
0;-42.42mV
0;-39.67mV
0;-41.50mV
0;-41.50mV
0;-39.98mV
0;-38.15mV
0;-40.28mV
0;-37.84mV
0;-36.93mV
0;-37.84mV
0;-36.62mV
0;-38.45mV
0;-37.84mV
0;-35.71mV
0;-37.84mV
0;-36.32mV
0;-36.32mV
0;-33.57mV
0;-35.10mV
0;-34.18mV
0;-33.57mV
0;-34.18mV
0;-35.71mV
0;-34.79mV
0;-33.57mV
0;-32.65mV
0;-35.40mV
0;-32.65mV
0;-35.40mV
0;-33.26mV
0;-32.35mV
0;-32.96mV
0;-32.35mV
0;-32.96mV
0;-32.04mV
0;-32.96mV
0;-32.96mV
0;-31.43mV
0;-33.87mV
0;-30.82mV
0;-32.65mV
0;-30.82mV
0;-34.48mV
0;-30.52mV
0;-31.13mV
0;-32.04mV
0;-29.91mV
0;-30.52mV
0;-28.99mV
0;-29.30mV
0;-30.21mV
0;-28.38mV
0;-29.60mV
0;-29.30mV
0;-28.38mV
0;-29.30mV
0;-27.77mV
0;-30.21mV
0;-28.69mV
0;-30.52mV
0;-28.69mV
0;-29.30mV
0;-26.86mV
0;-29.60mV
0;-28.08mV
0;-27.47mV
0;-28.38mV
0;-28.08mV
0;-27.77mV
0;-28.38mV
-1;-27.47mV
-1;-26.25mV
-1;-26.55mV
-1;-26.86mV
-1;-26.25mV
-1;-26.25mV
-1;-26.55mV
-1;-26.25mV
-1;-24.72mV
-1;-24.11mV
-1;-26.25mV
-1;-25.02mV
-1;-26.25mV
-1;-23.50mV
-1;-25.02mV
-1;-25.33mV
-1;-24.41mV
-1;-23.19mV
-1;-23.80mV
-1;-23.19mV
-1;-23.19mV
-1;-21.06mV
-1;-23.50mV
-1;-21.06mV
-1;-22.89mV
-1;-22.89mV
-1;-21.06mV
-1;-22.28mV
-1;-22.28mV
-1;-21.67mV
-1;-21.97mV
-1;-21.06mV
-1;-21.06mV
-1;-21.06mV
-1;-19.23mV
-1;-22.28mV
-1;-20.14mV
-1;-21.97mV
-1;-21.36mV
-1;-19.23mV
-1;-19.84mV
-1;-19.84mV
-1;-20.45mV
-1;-20.14mV
-1;-19.84mV
-1;-19.84mV
-1;-17.40mV
-1;-16.17mV
-1;-18.92mV
-1;-15.87mV
-1;-18.62mV
-1;-18.62mV
-1;-18.92mV
-1;-18.01mV
-1;-16.17mV
-1;-17.70mV
-1;-17.70mV
-1;-18.62mV
-1;-19.23mV
-1;-17.70mV
-1;-15.26mV
-1;-15.87mV
-1;-14.95mV
-1;-14.65mV
-1;-14.65mV
-1;-14.65mV
-1;-17.70mV
-1;-15.87mV
-1;-13.43mV
-1;-16.48mV
-1;-13.43mV
-1;-13.73mV
-1;-16.48mV
