Index - Plot 0;Deflection - Plot 0
171;-1.526mV
172;-610.4uV
173;-915.5uV
174;305.2uV
175;915.5uV
176;-1.221mV
177;1.526mV
178;305.2uV
179;305.2uV
180;2.747mV
181;305.2uV
182;3.357mV
183;2.136mV
184;305.2uV
185;2.136mV
186;3.662mV
187;3.662mV
188;5.798mV
189;5.188mV
190;7.324mV
191;6.714mV
192;6.409mV
193;8.240mV
194;12.21mV
195;12.21mV
196;10.99mV
197;11.90mV
198;13.43mV
199;13.73mV
200;14.65mV
201;14.95mV
202;18.01mV
203;20.45mV
204;21.97mV
205;21.97mV
206;25.94mV
207;26.86mV
208;29.91mV
209;30.82mV
210;32.65mV
211;35.40mV
212;39.67mV
213;40.28mV
214;43.95mV
215;45.78mV
216;50.66mV
217;50.05mV
218;54.32mV
219;58.59mV
220;62.26mV
221;65.00mV
222;67.14mV
223;72.33mV
224;75.68mV
225;78.13mV
226;82.40mV
227;83.62mV
228;84.84mV
229;89.72mV
230;92.77mV
231;96.74mV
232;100.1mV
233;102.5mV
234;105.0mV
235;108.6mV
236;110.5mV
237;113.2mV
238;117.2mV
239;119.3mV
240;120.2mV
241;122.4mV
242;124.2mV
243;126.6mV
244;126.6mV
245;131.2mV
246;130.6mV
247;133.4mV
248;134.9mV
249;136.1mV
250;136.4mV
251;138.2mV
252;139.8mV
253;140.4mV
254;141.6mV
255;141.3mV
256;144.0mV
257;144.7mV
258;145.3mV
259;145.3mV
260;143.1mV
261;143.1mV
262;142.5mV
263;144.7mV
264;143.1mV
265;142.5mV
266;141.3mV
267;142.2mV
268;142.2mV
269;141.6mV
270;140.1mV
271;138.9mV
272;136.7mV
273;137.3mV
274;134.3mV
275;131.5mV
276;130.6mV
277;128.5mV
278;127.3mV
279;123.9mV
280;120.8mV
281;119.0mV
282;116.6mV
283;116.0mV
284;110.5mV
285;108.0mV
286;106.2mV
287;103.1mV
288;99.49mV
289;95.21mV
290;92.47mV
291;86.98mV
292;83.92mV
293;79.35mV
294;75.99mV
295;72.02mV
296;66.83mV
297;63.48mV
298;60.12mV
299;55.85mV
300;49.13mV
301;47.00mV
302;40.28mV
303;37.23mV
304;32.96mV
305;25.94mV
306;22.58mV
307;18.31mV
308;13.12mV
309;8.850mV
310;5.493mV
311;-305.2uV
312;-5.493mV
313;-9.155mV
314;-13.12mV
315;-16.48mV
316;-20.45mV
317;-24.72mV
318;-30.52mV
319;-33.87mV
320;-35.10mV
321;-42.11mV
322;-45.47mV
323;-48.83mV
324;-51.88mV
325;-57.98mV
326;-58.29mV
327;-61.95mV
328;-66.83mV
329;-69.89mV
330;-68.97mV
331;-70.80mV
332;-72.63mV
333;-75.38mV
334;-73.24mV
335;-75.68mV
336;-75.07mV
337;-72.63mV
338;-68.05mV
339;-68.36mV
340;-65.00mV
341;-60.73mV
342;-57.37mV
343;-53.10mV
344;-44.86mV
345;-42.72mV
346;-39.98mV
347;-38.15mV
348;-35.40mV
349;-34.79mV
350;-34.48mV
351;-30.82mV
352;-29.30mV
353;-27.47mV
354;-25.63mV
355;-25.63mV
356;-25.94mV
357;-25.02mV
358;-24.11mV
359;-21.36mV
360;-23.80mV
361;-23.80mV
362;-21.06mV
363;-22.28mV
364;-21.97mV
365;-19.53mV
366;-20.75mV
367;-21.36mV
368;-17.70mV
369;-17.09mV
370;-18.01mV
371;-17.70mV
372;-18.01mV
373;-16.78mV
374;-17.70mV
375;-14.34mV
376;-15.87mV
377;-13.12mV
378;-13.12mV
379;-12.21mV
380;-11.60mV
381;-12.82mV
382;-11.90mV
383;-12.82mV
384;-9.460mV
385;-12.51mV
386;-10.68mV
387;-10.68mV
388;-10.38mV
389;-9.460mV
390;-8.240mV
391;-7.324mV
392;-9.155mV
393;-7.324mV
394;-7.629mV
395;-7.019mV
396;-6.714mV
397;-7.935mV
398;-5.188mV
399;-4.272mV
400;-2.747mV
401;-6.409mV
402;-2.747mV
403;-3.357mV
404;-3.357mV
405;-3.052mV
406;-3.052mV
407;-1.526mV
408;-2.441mV
409;-2.136mV
410;-1.831mV
411;-305.2uV
412;-2.136mV
413;-915.5uV
414;-915.5uV
415;610.4uV
416;-1.526mV
417;-915.5uV
418;305.2uV
419;1.526mV
420;1.221mV
421;-1.221mV
422;305.2uV
423;915.5uV
424;305.2uV
425;2.136mV
426;1.526mV
427;1.831mV
428;1.831mV
429;1.526mV
430;1.221mV
431;1.221mV
432;2.747mV
433;3.662mV
434;3.357mV
435;5.493mV
436;5.188mV
437;3.052mV
438;5.188mV
439;5.798mV
440;7.324mV
441;4.883mV
442;4.272mV
443;3.662mV
444;5.493mV
445;7.935mV
446;5.493mV
447;5.798mV
448;6.714mV
449;7.629mV
450;8.240mV
451;7.629mV
452;8.545mV
453;8.545mV
454;8.545mV
455;8.545mV
456;8.240mV
457;8.240mV
458;9.460mV
459;8.545mV
460;9.155mV
461;9.460mV
462;7.629mV
463;11.60mV
464;9.460mV
465;7.629mV
466;10.99mV
467;12.51mV
468;10.68mV
469;9.460mV
470;9.460mV
471;10.07mV
472;11.29mV
473;7.629mV
474;9.766mV
475;10.07mV
476;11.60mV
477;10.68mV
478;10.99mV
479;12.51mV
480;11.29mV
481;11.29mV
482;10.68mV
483;8.240mV
484;11.90mV
485;10.99mV
486;11.29mV
487;14.34mV
488;11.90mV
489;10.99mV
490;11.60mV
491;11.29mV
492;10.99mV
493;11.60mV
494;11.29mV
495;12.21mV
496;10.68mV
497;10.99mV
498;10.68mV
499;11.60mV
