Index - Plot 0;Deflection - Plot 0
266;145.6mV
267;144.0mV
268;142.8mV
269;141.9mV
270;140.7mV
271;137.6mV
272;136.7mV
273;137.0mV
274;134.0mV
275;133.4mV
276;129.7mV
277;128.5mV
278;125.7mV
279;122.7mV
280;123.9mV
281;119.0mV
282;115.7mV
283;111.4mV
284;110.5mV
285;107.1mV
286;104.1mV
287;100.7mV
288;97.35mV
289;94.60mV
290;89.42mV
291;86.67mV
292;83.62mV
293;81.48mV
294;72.33mV
295;69.58mV
296;65.61mV
297;61.65mV
298;60.12mV
299;54.93mV
300;48.83mV
301;47.00mV
302;39.98mV
303;35.71mV
304;32.35mV
305;27.16mV
306;22.89mV
307;18.92mV
308;11.60mV
309;7.019mV
310;3.357mV
311;-610.4uV
312;-7.629mV
313;-11.90mV
314;-15.56mV
315;-20.14mV
316;-24.41mV
317;-28.38mV
318;-33.87mV
319;-34.48mV
320;-38.15mV
321;-41.50mV
322;-45.47mV
323;-47.30mV
324;-52.80mV
325;-57.07mV
326;-56.46mV
327;-58.59mV
328;-60.73mV
329;-62.87mV
330;-63.78mV
331;-64.09mV
332;-66.53mV
333;-66.83mV
334;-68.36mV
335;-69.58mV
336;-68.97mV
337;-69.89mV
338;-68.36mV
339;-70.50mV
340;-67.75mV
341;-66.83mV
342;-66.22mV
343;-66.83mV
344;-61.95mV
345;-60.42mV
346;-57.68mV
347;-56.46mV
348;-53.41mV
349;-49.44mV
350;-49.13mV
351;-46.69mV
352;-44.86mV
353;-44.25mV
354;-43.03mV
355;-41.81mV
356;-42.11mV
357;-43.33mV
358;-40.59mV
359;-40.59mV
360;-39.37mV
361;-38.15mV
362;-39.98mV
363;-38.15mV
364;-37.54mV
365;-36.62mV
366;-37.23mV
367;-36.01mV
368;-36.01mV
369;-34.79mV
370;-36.01mV
371;-35.71mV
372;-35.71mV
373;-38.45mV
374;-35.10mV
375;-36.62mV
376;-35.10mV
377;-36.32mV
378;-36.01mV
379;-36.32mV
380;-38.76mV
381;-34.48mV
382;-34.79mV
383;-34.79mV
384;-36.93mV
385;-33.87mV
386;-33.87mV
387;-34.18mV
388;-33.87mV
389;-33.26mV
390;-34.18mV
391;-32.65mV
392;-33.26mV
393;-35.10mV
394;-34.48mV
395;-32.65mV
396;-35.40mV
397;-33.26mV
398;-33.57mV
399;-33.87mV
400;-33.26mV
401;-34.18mV
402;-33.87mV
403;-32.04mV
404;-32.04mV
405;-32.96mV
406;-32.04mV
407;-31.13mV
408;-31.74mV
409;-31.74mV
410;-31.43mV
411;-32.65mV
412;-31.74mV
413;-29.91mV
414;-30.52mV
415;-31.43mV
416;-31.13mV
417;-31.74mV
418;-30.21mV
419;-30.21mV
420;-30.52mV
421;-29.91mV
422;-29.60mV
423;-29.30mV
424;-28.38mV
425;-28.99mV
426;-28.38mV
427;-27.47mV
428;-26.55mV
429;-28.08mV
430;-27.77mV
431;-28.38mV
432;-25.02mV
433;-25.94mV
434;-27.47mV
435;-26.55mV
436;-29.91mV
437;-25.94mV
438;-24.72mV
439;-27.47mV
440;-25.02mV
441;-25.33mV
442;-28.99mV
443;-26.25mV
444;-25.63mV
445;-27.16mV
446;-23.50mV
447;-25.94mV
448;-25.94mV
449;-26.25mV
450;-25.94mV
451;-23.50mV
452;-25.94mV
453;-23.19mV
454;-21.97mV
455;-22.58mV
456;-22.28mV
457;-22.89mV
458;-21.97mV
459;-23.19mV
460;-21.97mV
461;-22.28mV
462;-23.80mV
463;-21.06mV
464;-21.97mV
465;-21.67mV
466;-20.45mV
467;-21.97mV
468;-21.06mV
469;-21.06mV
470;-21.06mV
471;-21.06mV
472;-21.06mV
473;-21.97mV
474;-23.80mV
475;-21.06mV
476;-21.97mV
477;-21.36mV
478;-20.75mV
479;-23.19mV
480;-21.67mV
481;-19.84mV
482;-18.92mV
483;-20.45mV
484;-20.45mV
485;-20.45mV
486;-19.23mV
487;-19.23mV
488;-18.62mV
489;-19.53mV
490;-19.84mV
491;-19.23mV
492;-18.01mV
493;-18.01mV
494;-16.78mV
495;-18.92mV
496;-18.01mV
497;-17.09mV
498;-17.09mV
499;-17.40mV
