Index - Plot 0;Deflection - Plot 0
0;-8.240mV
0;-6.409mV
0;-3.967mV
0;-4.883mV
0;-5.798mV
0;-4.272mV
0;-4.272mV
0;-4.272mV
0;-4.272mV
1;305.2uV
1;-1.526mV
1;-3.052mV
1;305.2uV
1;-1.221mV
1;-1.831mV
1;610.4uV
1;1.221mV
1;1.526mV
1;915.5uV
1;2.441mV
1;4.272mV
1;5.798mV
1;7.324mV
1;5.798mV
1;8.545mV
1;7.935mV
1;7.935mV
1;9.766mV
1;14.65mV
1;13.12mV
1;15.26mV
1;17.70mV
1;18.92mV
1;19.23mV
1;20.75mV
1;22.28mV
1;23.19mV
1;23.80mV
1;23.80mV
1;25.63mV
1;27.16mV
1;28.99mV
1;33.57mV
1;34.18mV
1;36.01mV
1;39.67mV
1;41.81mV
1;43.64mV
1;44.86mV
1;48.52mV
1;47.61mV
1;51.88mV
1;55.24mV
1;55.85mV
1;59.20mV
1;61.04mV
1;64.70mV
1;66.83mV
1;69.89mV
1;71.41mV
1;74.46mV
1;80.26mV
1;81.48mV
1;86.67mV
1;89.42mV
1;92.16mV
1;91.86mV
1;97.66mV
1;99.79mV
1;101.0mV
1;106.2mV
1;110.5mV
1;113.2mV
1;113.8mV
1;117.8mV
1;120.8mV
1;124.2mV
1;125.4mV
1;127.9mV
1;129.7mV
1;131.8mV
1;133.1mV
1;134.6mV
1;137.0mV
1;139.2mV
1;140.7mV
1;142.2mV
1;143.4mV
1;142.5mV
1;144.0mV
1;142.8mV
1;141.9mV
1;144.7mV
1;146.8mV
1;147.7mV
1;145.6mV
1;141.6mV
1;144.7mV
1;140.7mV
1;140.4mV
1;141.9mV
1;138.5mV
1;138.5mV
1;134.9mV
1;134.6mV
1;132.1mV
1;128.8mV
1;127.3mV
1;123.6mV
1;118.4mV
1;117.2mV
1;112.6mV
1;108.9mV
1;106.8mV
1;100.7mV
1;97.35mV
1;93.08mV
1;87.59mV
1;82.70mV
1;76.29mV
1;70.50mV
1;64.09mV
1;59.20mV
1;52.19mV
1;48.52mV
1;40.89mV
1;34.48mV
1;28.38mV
1;21.36mV
1;12.82mV
1;5.493mV
1;-2.747mV
1;-10.68mV
1;-15.87mV
1;-24.11mV
1;-29.60mV
1;-38.45mV
1;-48.52mV
1;-54.32mV
1;-60.73mV
1;-68.36mV
1;-73.55mV
1;-80.87mV
1;-86.98mV
1;-90.94mV
1;-99.49mV
1;-101.3mV
1;-108.0mV
1;-111.1mV
1;-113.8mV
1;-114.7mV
1;-117.5mV
1;-118.7mV
1;-116.6mV
1;-114.7mV
1;-112.9mV
1;-109.6mV
1;-106.8mV
1;-102.5mV
1;-97.96mV
1;-97.66mV
1;-91.86mV
1;-89.42mV
1;-83.01mV
1;-79.96mV
1;-78.43mV
1;-75.07mV
1;-73.55mV
1;-68.66mV
1;-65.31mV
1;-61.65mV
1;-61.95mV
1;-62.87mV
1;-58.59mV
1;-54.93mV
1;-55.24mV
0;-54.32mV
0;-50.96mV
0;-51.27mV
0;-50.66mV
0;-49.44mV
0;-47.91mV
0;-47.00mV
0;-42.72mV
0;-42.42mV
0;-42.72mV
0;-42.42mV
0;-39.98mV
0;-39.98mV
0;-38.76mV
0;-36.62mV
0;-36.62mV
0;-36.32mV
0;-35.10mV
0;-34.18mV
0;-33.87mV
0;-32.96mV
0;-31.43mV
0;-32.96mV
0;-32.35mV
0;-32.04mV
0;-30.52mV
0;-32.04mV
0;-28.08mV
0;-29.30mV
0;-29.60mV
0;-27.47mV
0;-28.08mV
0;-27.77mV
0;-27.77mV
0;-28.38mV
0;-29.30mV
0;-27.16mV
0;-26.86mV
0;-25.94mV
0;-23.80mV
0;-28.69mV
0;-27.47mV
0;-24.41mV
0;-25.33mV
0;-23.50mV
0;-23.80mV
0;-23.80mV
0;-22.58mV
0;-21.67mV
0;-23.19mV
0;-22.28mV
0;-24.11mV
0;-21.97mV
0;-21.36mV
0;-20.75mV
0;-21.36mV
0;-21.67mV
0;-19.53mV
0;-21.06mV
0;-21.06mV
0;-20.45mV
0;-19.23mV
0;-19.23mV
0;-19.84mV
0;-18.92mV
0;-18.92mV
0;-17.09mV
0;-16.48mV
0;-15.26mV
0;-16.17mV
0;-17.09mV
0;-15.56mV
0;-15.26mV
0;-15.87mV
0;-16.17mV
0;-16.17mV
0;-14.95mV
0;-16.17mV
0;-14.65mV
0;-14.95mV
0;-14.34mV
0;-16.17mV
0;-16.17mV
-1;-13.73mV
-1;-13.12mV
-1;-12.51mV
-1;-13.43mV
-1;-14.95mV
-1;-12.82mV
-1;-12.51mV
-1;-12.21mV
-1;-12.21mV
-1;-13.12mV
-1;-13.12mV
-1;-14.04mV
-1;-10.99mV
-1;-10.99mV
-1;-12.51mV
-1;-11.29mV
-1;-12.82mV
-1;-10.99mV
-1;-11.60mV
-1;-10.68mV
-1;-7.935mV
-1;-9.766mV
-1;-9.460mV
-1;-8.850mV
-1;-9.460mV
-1;-7.629mV
-1;-7.324mV
-1;-9.460mV
-1;-6.714mV
-1;-9.460mV
-1;-5.798mV
-1;-9.155mV
-1;-7.019mV
-1;-8.850mV
-1;-9.766mV
-1;-6.714mV
-1;-7.629mV
-1;-7.324mV
-1;-7.019mV
-1;-7.324mV
-1;-6.409mV
-1;-10.07mV
-1;-7.935mV
-1;-6.409mV
-1;-5.188mV
-1;-6.409mV
-1;-6.104mV
-1;-6.409mV
-1;-4.883mV
-1;-6.409mV
-1;-5.798mV
-1;-3.662mV
-1;-3.967mV
-1;-3.967mV
-1;-5.188mV
-1;-6.714mV
-1;-5.188mV
-1;-4.883mV
-1;-4.883mV
-1;-3.967mV
-1;-3.967mV
-1;-5.798mV
-1;-4.578mV
-1;-6.409mV
-1;-4.272mV
-1;-3.662mV
-1;-3.662mV
-1;-3.662mV
-1;-4.578mV
-1;-1.831mV
-1;-2.747mV
-1;-2.441mV
-1;-2.747mV
