Index - Plot 0;Deflection - Plot 0
442;-6.714mV
443;-5.188mV
444;-7.324mV
445;-4.272mV
446;-5.188mV
447;-6.104mV
448;-5.493mV
449;-4.883mV
450;-5.798mV
451;-6.104mV
452;-7.629mV
453;-5.188mV
454;-6.714mV
455;-7.019mV
456;-6.714mV
457;-5.188mV
458;-3.967mV
459;-5.188mV
460;-5.188mV
461;-4.578mV
462;-4.272mV
463;-2.747mV
464;-4.272mV
465;-5.188mV
466;-4.578mV
467;-4.883mV
468;-4.578mV
469;-4.883mV
470;-3.357mV
471;-3.052mV
472;-3.662mV
473;-2.747mV
474;-2.136mV
475;-2.747mV
476;-4.883mV
477;-3.662mV
478;-3.052mV
479;-3.052mV
480;-1.526mV
481;-4.272mV
482;-4.578mV
483;-4.883mV
484;-3.052mV
485;-3.357mV
486;-4.578mV
487;-2.747mV
488;-3.662mV
489;-1.831mV
490;-2.747mV
491;-1.831mV
492;-4.578mV
493;-915.5uV
494;-5.188mV
495;-2.441mV
496;-3.967mV
497;-305.2uV
498;-2.747mV
499;-3.357mV
